Asset tag,Break/Fix Coverage Expiry,Break/Fix Service level,Break/Fix Service Provider,Building,Candidate for Currency,Candidate to Move to NY3,Class,Comments,Effective Date,Environment,Host name,iLO/RSA/HMC ip address,iLO/RSA/HMC Service Info,Install Date,IP Address,Is Virtual,Level 1 Support Group,Level 2 Support Group,Level 3 Support Group,Maintenance Window,Model ID,Operating System,OS Family,OS Status,OS Version,Project Change Notes,Serial number,SNow most recent discovery,State,Status(hardware status),Substate,TD Asset Application Code,Cabinet,Cage,CPU core count,CPU count,Disk space (GB),Logical CPUs,RU Start Position,Total Memory (MB)
B07257,,,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
<VALIDATED::TDSGI::12/23/2019>

20240823 - mckays7 - CHG1475928 - Server decommission - Cool down
- updated appboxen
- Changed state from ""in Use"" to ""In Stock - Cool Down""
-  Server to be move from Cab. 7125 to Cab. 8895 and repurposed

20240913 - mckays7 - CHG1484677 - Server Decommission - Disk Wipe
- Updated appboxen
- Changed status to ""In Stock - Wiped""

2024.09.21 - LAMW2 - CHG1479447 relocate 2M291607TD nj2sefxngdb02 from NY4-7125-104,RU18 to NY4-8895-114,RU14 and rebuild as ny4efxngla20

20241023 - mckays7 - CHG1519337 - Server build
- updated appboxen.
- updated state from ""In stock - Pending Install"" to ""In use""

20241101 - mckays7 - RITM13152933 - TASK9112416
- Corrected Application Code from EFX to EFXNG",7/19/2019 17:00,PROD,ny4efxngla20,10.225.96.113,ny4efxngla20r.corp.tdsecurities.com,5/1/2019 7:00,10.225.64.91,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,8.1,EFXNG OneTick Server,2M291607TD,8/2/2025 17:19,In use,Installed,,EFXNG,104,8895,18,2,97531.41,36,14,289322
A31549,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4kdbldb01,10.225.96.93,ny4kdbldb01r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q01X0,,In stock,Pending Install,Pending install,KDB,107,8895,,,,,9,
A31550,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4kdbldb02,10.225.96.94,ny4kdbldb02r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q01X1,,In stock,Pending Install,Pending install,KDB,107,8895,,,,,11,
A33785,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4kdbldb03,10.225.96.95,ny4kdbldb03r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q01X2,,In stock,Pending Install,Pending install,KDB,107,8895,,,,,13,
A33784,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4kdbldb04,10.225.96.96,ny4kdbldb04r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q01X3,,In stock,Pending Install,Pending install,KDB,107,8895,,,,,15,
A33783,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4kdbldb05,10.225.96.97,ny4kdbldb05r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q01X4,,In stock,Pending Install,Pending install,KDB,107,8895,,,,,17,
A33782,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4kdbldb06,10.225.96.126,ny4kdbldb06r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q01X5,,In stock,Pending Install,Pending install,KDB,107,8895,,,,,19,
A33781,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4kdbldb07,10.225.96.127,ny4kdbldb07r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q01X6,,In stock,Pending Install,Pending install,KDB,107,8895,,,,,21,
A33780,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4kdbldb08,10.225.96.128,ny4kdbldb08r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q01X7,,In stock,Pending Install,Pending install,KDB,107,8895,,,,,23,
b10949,,NA,Maintech,NY4,YES,NO,Linux Server,"Location - 8890/110

Cage verified by FE in Cage8895 - 11/27/21
Changed Location from Cage8110:Cabinet104 to Cage8895/Cabinet110 - 12/1/21 #mckays7

20230512 - mckays7 - CHG1181419 - Decommission - cool Down
- Updated state from ""In Use"" to ""In stock - cool down""
- Server to be repurposed as a KDB malcode.
- updated appboxen

20230517 - mckays7 - CHG1184966 - 2 day Cool Down - Wiped disk
- Updated Appboxen

20230524 - mckays7
- Updated state to ""In stock - wiped""
..[last_DAC:EFXNG]

20230525 - mckays7 - Renamed server from ny4efxnglot01 to ny4kdbla01 
- Updated MAL code to KDB
- Updated state to ""In stock - Pending Install""

20230607 - mckays7 - Performed OS install.",10/4/2020 7:00,PROD,ny4kdbla01,10.225.96.20,ny4kdbla01r.corp.tdsecurities.com,9/28/2020 7:00,10.225.65.134,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,CZ2024083T,8/2/2025 17:17,In use,Installed,,KDB,110,8895,24,2,269460.93,48,36,773158
B10914,,NA,Maintech,NY4,YES,NO,Linux Server,"Cage:8895 Cabinet:110

2021.04.29 VERVIL6/Updated to InUse (verified due to deactivation of ""AssetAndCISynchronizer"" Script (TASK3145505)/reverse to Pending Install as per Michael Cameron's request.

ProLiant DL380 G9 expires 5/29/2024",1/26/2021 4:39,PROD,ny4tdssalesrs01,10.225.96.31,ny4tdssalesrs01r.tdbfg.com,4/29/2021 15:47,10.225.97.15,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL380 G9,Linux Red Hat,Linux,New,7.9,EMC PMAX project,MXQ62302PH,8/2/2025 17:22,In use,Installed,,TDSSM,110,8895,8,2,3522.61,32,31,257661
B06922,,NA,Maintech,NY4,YES,NO,Windows Server,"<VALIDATED::TDSGI::12/23/2019>
#2023.09.09 - CHG1234417 - LAMW2 - relocate 2M283303RQ  from 8895-106,RU6  to 8235-103,RU19
# 2025/06/12 zhane42 - CHG1676041 - Cool Down ny4nyionldg03
# 2025/06/13 zhane42 - CHG1676042 - Server Decommission ny4nyionldg03..[last_DAC:NYION]
#2025.07.04 - LAMW2 - DMND0044302 - repurpose ny4nyionldg03 as SIAAPRNW02INFNY for INFNY
#2025.07.19 - LAMW2 - CHG1691478 - relocate 2M283303RQ from NY4-8235-103,RU19 to NY4-8885-110,RU33 and repurpose as SIAAPRNW02INFNY",6/7/2019 7:10,PROD,SIAAPRNW02INFNY,10.225.96.32,SIAAPRNW02INFNYR.tdbfg.com,5/27/2019 6:00,10.225.17.7,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10,Windows,Windows,New,,"#2025.07.19 - LAMW2 - CHG1691478 - relocate 2M283303RQ from NY4-8235-103,RU19 to NY4-8885-110,RU33 and repurpose as SIAAPRNW02INFNY
NYION project",2M283303RQ,6/7/2025 17:13,In use,Installed,,INFNY,110,8895,8,2,68285.25,16,33,96175
B10948,,NA,Maintech,NY4,YES,NO,Windows Server,EFXNG DB Cluster,11/30/2020 14:18,PROD,sisdprnwa1efxng,10.225.96.29,SISDPRNWA1EFXNGr.TDBFG.com,2/8/2021 14:52,10.225.72.70,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,Weekends,ProLiant DL380 Gen10,Windows 2016 Standard,Windows,New,10.0.14393,OS: RITM2677728 SQL: RITM2677763,CZ2024083L,8/2/2025 18:12,In use,Installed,,EFXNG,110,8895,16,2,5961.54,64,38,294912
2M23440132,12/1/2026 0:00,HP Base HW,HP Compaq,NY4,NO,NO,Windows Server,,12/9/2023 12:00,PROD,sisdprnwa1wfx,10.225.96.37,SISDPRNWA1WFXR.tdbfg.com,12/8/2023 22:06,10.225.73.38,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10 Plus,Windows 2019 Standard,Windows,New,10.0.17763,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35601,2M23440132,8/2/2025 8:15,In use,Installed,,WFX,110,8895,16,2,9276.6,64,44,262144
B10580,,NA,Maintech,NY4,YES,NO,Windows Server,"2022.04.05 VERVIL6/Updated as per TASK4949134
2022.04.30 -- CHG0969032 sisdprnwb1nyion 2M2136022V relocate from  8895 – 115 RU 38 to 8895-110 RU 42",4/5/2022 14:57,PROD,sisdprnwb1nyion,10.225.96.62,sisdprnwb1nyionr.tdbfg.com,11/6/2021 12:00,10.225.72.47,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10,Windows 2019 Standard,Windows,New,10.0.17763,n/a,2M2136022V,8/2/2025 18:13,In use,Installed,,NYION,110,8895,16,2,4474.15,64,42,262144
B10952,,NA,Maintech,NY4,YES,NO,Linux Server,"Location - 8890/111

20230512 - mckays7 - CHG1181419 - Decommission - cool Down
- Updated state from ""In Use"" to ""In stock - cool down""
- Server to be repurposed as a KDB malcode.
- updated appboxen

20230517 - mckays7 - CHG1184966 - 2 day Cool Down - Wiped disk
- Updated Appboxen
- Updated state to ""In stock - Wiped""

..[last_DAC:EFXNG]

20230525 - mckays7 - Renamed server from ny4efxnglot02 to ny4kdbla02
- Updated MAL code to KDB
- Updated state to ""In stock - Pending Install""

20230622 - mckays7 - CHG1204961
- Server build of ny4kdbla02
- Updated appboxen",10/4/2020 7:00,PROD,ny4kdbla02,10.225.96.21,ny4kdbla02r.corp.tdsecurities.com,9/28/2020 7:00,10.225.65.135,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,CZ2024083R,8/2/2025 17:17,In use,Installed,,KDB,111,8895,24,2,269460.93,48,36,773158
B10636,2/23/2026 0:00,HP Base HW,HP Compaq,NY4,NO,NO,Linux Server,"20230303 - mckays7 - CHG1138126 - Built server ny4nyionloradb09.

20240202 - mckays7 - Updated status to in use.  All RHEL 7 Oracle NYION servers have been decommed.

2025/03/04 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",2/18/2023 12:00,PROD,ny4nyionloradb09,10.225.96.102,ny4nyionloradb09r.corp.tdsecurities.com,2/18/2023 12:00,10.225.87.141,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.8,CHG1126656 - Sat Feb 18 rack & cable,2M2302023M,8/1/2025 22:54,In use,Installed,,NYION,111,8895,16,2,30271.46,32,18,256846
B10637,2/23/2026 0:00,HP Base HW,HP Compaq,NY4,NO,NO,Linux Server,"20230303 - mckays7 - CHG1138126 - Built server ny4nyionloradb10

20240202 - mckays7 - Updated status to in use.  All RHEL 7 Oracle NYION servers have been decommed.

2025/03/04 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",2/18/2023 12:00,PROD,ny4nyionloradb10,10.225.96.103,ny4nyionloradb10r.corp.tdsecurities.com,2/18/2023 12:00,10.225.87.144,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.8,CHG1126656 - Sat Feb 18 rack & cable,2M2302023Q,8/2/2025 0:59,In use,Installed,,NYION,111,8895,16,2,28264.46,32,16,256846
B10951,,NA,Maintech,NY4,YES,NO,Windows Server,EFXNG DB Cluster Server,11/30/2020 14:20,PROD,sisdprnwa2efxng,10.225.96.30,SISDPRNWA2EFXNGr.TDBFG.com,2/8/2021 14:51,10.225.72.71,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,Weekends,ProLiant DL380 Gen10,Windows 2016 Standard,Windows,New,10.0.14393,OS: RITM2677728 SQL: RITM2677763,CZ2024083N,8/2/2025 18:09,In use,Installed,,EFXNG,111,8895,16,2,5961.54,64,38,294912
2M23440133,12/1/2026 0:00,HP Base HW,HP Compaq,NY4,NO,NO,Windows Server,,12/9/2023 12:00,PROD,sisdprnwa2wfx,10.225.96.39,SISDPRNWA2WFXR.tdbfg.com,12/8/2023 22:23,10.225.73.39,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10 Plus,Windows 2019 Standard,Windows,New,10.0.17763,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35601,2M23440133,8/2/2025 7:57,In use,Installed,,WFX,111,8895,16,2,9276.6,64,44,262144
B10583,,NA,Maintech,NY4,YES,NO,Windows Server,"2022.04.05 VERVIL6/Updated as per TASK4949134
2022.04.30 -- CHG0969032 sisdprnwb2nyion 2M2136022T relocate from  8895 – 116 RU 38 to 8895-111 RU 42",4/5/2022 15:05,PROD,sisdprnwb2nyion,10.225.96.63,sisdprnwb2nyionr.tdbfg.com,11/6/2021 12:00,10.225.72.48,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10,Windows 2019 Standard,Windows,New,10.0.17763,n/a,2M2136022T,8/2/2025 18:13,In use,Installed,,NYION,111,8895,16,2,4474.15,32,42,262144
B06750,,NA,Maintech,NY4,YES,NO,Linux Server,"Server move CHG0669654
New ILO IP: 10.225.96.40



SYNC
<VALIDATED::TDSGI::12/23/2019>
2020/05/30 - Charlie - renamed server as part of NY4 relocation project. Former name is nyssyncuatl01

ILO IP: 10.171.6.108
nwtrnpyap01r.tdbfg.com [10.171.6.108]",7/30/2016 12:28,PROD,nwtrnpyap01,10.225.96.40,nwtrnpyap01r.corp.tdsecurities.com,7/30/2016 12:28,10.225.64.134,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL380 G9,Linux Red Hat,linux,New,7.9,ION- Global eFI project,MXQ618038C,8/2/2025 17:23,In use,Installed,,TRNPY,112,8895,10,2,9588.36,20,33,257662
B10936,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
20220812 - mckays7 - CHG1029086 - 1st CR - 1 - 30 Day Cool Down Decommission
- Changed status from ""in use"" to ""In stock - Cool down"".

20220817 - mckays7 -  CHG1029099 - 2nd CR - Expediated Decomm
- Wiped Disk
- Server to be repurposed as MALCODE EFX and server ny4efxlda01

20220818 - mckays7 - Renamed from ""NY4EFXNGLDAF01"" to ""NY4EFXLDA01""
- Changed state from ""In stock - Cool Down"" to ""In maintenance"".
- Changed MALCODE from EFXNG to EFX.

20231003 - mckays7 - CHG1266667 - Cool Down
- updated appboxen
- Changed state to ""In Stock - cool down""

20231111 - mckays7 - CHG1293190 - Server Decommission - Wiped
- Changed state to ""In stock - Wiped""
- Appended ""RETIRED"" to name.
-  Server to be repurposed as Prod server ""ny4efxngla02""

2023.12.09 - CHG1300276 - MCKAYS7, LAMW2 - relocate MXQ02503FH ny4efxlda01      from DEV NY4-8895-105,RU21 to PRD NY4-8895-112,RU15 and rebuild as ny4efxngla02 PRD

20231214 - mckays7 - CHG1312431 - Server build
- Updated  Appboxen
- Updated state to ""In Maintenance""",8/17/2020 7:00,PROD,ny4efxngla02,10.225.96.99,ny4efxngla02r.corp.tdsecurities.com,8/8/2020 7:00,10.225.64.90,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,EFXNG project,MXQ02503FH,8/2/2025 17:19,In use,Installed,,EFXNG,112,8895,24,2,24404.57,48,15,773169
b10955,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/112
Hardware - DL360 G10
20220827 - aidoop2 - CHG1037427 - 1st CR - 1 - 30 Day Cool Down Decommission
- Changed status from ""in use"" to ""In stock - Cool down"".

20220829 - aidoop2 -  CHG1037505 - 2nd CR - Expediated Decomm
- Wiped Disk
- Server to be repurposed as MALCODE EFX and server ny4efxnglaf04 SN: MXQ02503DZ..[last_DAC:EFXNG]

2022.8.30 - DNS updates for MXQ02503DZ
IP                          old DNS                                                         new DNS
10.225.64.76 ny4efxnglaf04.corp.tdsecurities.com ny4efxla04.corp.tdsecurities.com
10.225.96.14 ny4efxnglaf04r.tdbfg.com                          ny4efxla04r.corp.tdsecurities.com                  

20231003 - mckays7 - CHG1266186 -Cool Down
- Changed state to ""In stock - Cool down""
- updated appboxen.

20231111 - mckays7 - CHG1293145 - Server Decommission - Disk Wipe
- Changed state to ""In stock - Wiped""
- Appended RETIRED to name.
- Server will be repurposed as ""ny4efxngla03""

20231120 - tab9241 - CHG1297449 Server build ny4efxngla03",10/4/2020 7:00,PROD,ny4efxngla03, 10.225.96.14,ny4efxngla03r.corp.tdsecurities.com,9/7/2022 16:24,10.225.64.76,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,MXQ02503DZ,8/2/2025 17:19,In use,Installed,,EFXNG,112,8895,24,2,36664.57,48,9,773169
b10954,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/112
Hardware - DL360 G10

20240620 - mckays7 - CHG1433034 - Server Cool Down
- Updated appboxen
- Change state to ""In Stock - Cool Down""
- Server to be repurposed as ny4efxngla07

20240627 - mckays7 - CHG1440539 - Server Decommission
- Disk wiped
- Updated appboxen
- Changed state to ""In Stock - WIped""
- Server to be repurposed as ny4efxngla07
..[last_DAC:EFXNG]

20240702 - mckays7 - Renamed  from  its ""ny4efxnglaf01"" to ""ny4efxngla07""
- Changed state to ""In Stock - Pending Install""
- Set the Deployment Appication Code to ""EFXNG""

20240703 - mckays7 - Server build
- Updated Appboxen
- Changed state to ""In Use""",10/4/2020 7:00,PROD,ny4efxngla07,10.225.96.11,ny4efxngla07r.corp.tdsecurities.com,9/28/2020 7:00,10.225.64.73,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,MXQ02503DX,8/2/2025 17:18,In use,Installed,,EFXNG,112,8895,24,2,37170.57,48,10,773169
b10960,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/11x
Hardware - DL360 G10",10/4/2020 7:00,PROD,ny4efxngldf01,10.225.96.18,ny4efxngldf01r.tdbfg.com,9/28/2020 7:00,10.225.64.80,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,NY4 EFXNG Project,MXQ02503DY,8/2/2025 17:21,In use,Installed,,EFXNG,112,8895,24,2,37170.57,48,4,773507
B06722,,NA,Maintech,NY4,YES,NO,Linux Server,"USR App ServerThis is a DL 360 Gen 9

old hostname was njsusril01

# 2021/06/23 zhane42 - CHG0706432 -Server Decommission - njssyncl01 njsusril01 njsusril02 njsusril03 njsusril04 njsusril05..[last_DAC:NYION]",12/22/2015 19:00,PROD,ny4nyionla01,10.225.96.52,ny4nyionla01r.tdbfg.com,12/10/2014 0:00,10.225.64.45,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-07:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,Linux,Active,7.9,"added as per Mathyvarththan Sivananthan, 2015-12-18.",MXQ4460004,8/2/2025 17:20,In use,Installed,,NYION,112,8895,18,2,1952.13,36,21,257654
b10953,,NA,Maintech,NY4,YES,NO,Linux Server,"Hardware: DL360 G10

# 2022/05/24 zhane42 - TASK5197183 - Update server from ""in maintenance"" to ""in stock - available"" as Govind Krishnaswamy's request. 
# 20220615 - mckays7 - Updated L2 and L3 support.  Change state to ""In Use"".",8/17/2020 7:00,PROD,ny4nyionla04,10.225.96.55,ny4nyionla04r.tdbfg.com,6/15/2022 14:37,10.225.64.48,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,"NY4 EFXNG Project
2021.09.13 -- Rebuild Scott McKay -- MXQ02503DQ ny4nyionla04 new OS 10.225.64.48 , new iLO 10.225.96.55",MXQ02503DQ,8/2/2025 17:21,In use,Installed,,NYION,112,8895,28,2,38883.57,56,20,773498
B11228,,NA,Maintech,NY4,YES,NO,Linux Server,"HP DL360 G10
This device it is located in NY4 cage 8890 Rack 112

2022.05.07 CHG0976088 -- ny4optila07 MXQ016002V relocate from Cage8895:Cabinet102 to Cage8895:Cabinet112 RU 38
20220507 - mckays7 -Server was relocated to cage 8890
- Changed iLO IP to 10.225.96.76 from ny4optila07r.tdbfg.com [10.171.6.104]
- Server IP change to 10.225.64.105/255.255.255.0 from 10.171.5.110

20220509 - mckays7 - decommissioned - CHG0977605
20220607 - mckays7 - Renamed from ny4optila07 to ny4nyionla07
- Changes state from ""in Stock"" to ""In Maintenance""
20220701 - mckays7 - Changed state to ""In use""",6/22/2020 5:37,PROD,ny4nyionla07,10.225.96.76,ny4nyionla07r.tdbfg.com,6/12/2020 5:36,10.225.64.51,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,NYION/OPTI project,MXQ016002V,8/2/2025 17:21,In use,Installed,,NYION,112,8895,24,2,38888.57,48,38,773498
B06919,,NA,Maintech,NY4,YES,NO,Linux Server,"<VALIDATED::TDSGI::12/23/2019>

# 2021/06/18 zhane42 - CHG0706441 -Server Decommission - ny4nyionlg01 ny4nyionlg02 ny4nyionlg03

# Changed  iLO from 10.225.96.49 to 10.225.96.58 (12/3/2021)-mckays7",6/20/2019 2:02,PROD,ny4nyionlg01,10.225.96.58,ny4nyionlg01.corp.tdsecurities.com,5/27/2019 6:00,10.225.64.42,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL380 Gen10,Linux Red Hat,Linux,New,7.9,NYION project,2M283303RP,8/2/2025 17:23,In use,Installed,,NYION,112,8895,8,2,59028.34,16,22,96168
B06913,,NA,Maintech,NY4,YES,NO,Linux Server,"<VALIDATED::TDSGI::12/23/2019>

Note: HP ProLiant DL360 Gen10

this device it is located in NY4 cage 8890 Rack 112

20221014 - mckays7 - CHG1062708 - Decommission Cool Down
- Changed status from ""In use"" to ""In Stock - Cool Down""
- Server to be rebuilt using same hostname.
20221015 - mckays7 - Old iLO: 10.171.6.70
- New iLO: 10.225.96.91

2022.10.15 - mckays7 - CHG1060557 - relocate MXQ833030G ny4optila01 from 7125-103 RU 13  to 8895-112, RU 12 and rebuild as same ny4optila01 with RHEL 8     
old     
ny4optila01.corp.tdsecurities.com 10.171.5.70    
ny4optila01r.corp.tdsecurities.com 10.171.6.70    
new     
ny4optila01.corp.tdsecurities.com          10.225.64.109 255.255.255.224 10.225.64.97  
ny4optila01r.corp.tdsecurities.com 10.225.96.91 255.255.255.0 10.225.96.1  

20221110 - mckays7 - CHG1079723 - Decommission - Wpe Disk
- Changed status from ""In stock - Cool down"" to ""In stock - Wiped""..[last_DAC:OPTI]

20221129 - mckays7 - CHG1085353 - rebuilt server
- change state from ""In Stock - Wiped"" to ""In maintenance""
- add server to OPTI application code.
- updated appboxen.

20230517 - mckays7 - Changed state to ""In use""",9/6/2019 12:44,PROD,ny4optila01,10.225.96.91,ny4optila01r.corp.tdsecurities.com,5/27/2019 6:13,10.225.64.109,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,Optimus,MXQ833030G,8/2/2025 17:21,In use,Installed,,OPTI,112,8895,12,2,17030.32,24,12,289692
